Authors,Title,Year,Cited by,Link,Abstract,Author Keywords,Index Keywords
"Deng L., Li Z., Sun H., Guo Q., Xu Y., Chen R., Wang J., Guo Y.",Generalized locational marginal pricing in a heat-and-electricity-integrated market,2019,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074213202&doi=10.1109%2fTSG.2019.2904522&partnerID=40&md5=9826d4cc6659d44c33deb37cfd9347a2,"In this paper, a new pricing method derived from the heat-and-electricity-integrated market clearing problem, referred to as generalized locational marginal pricing (GLMP), is presented. The market clearing problem is formulated by the independent system operator (ISO) to coordinate the electric power system with the district heating system by considering time-delay effects in the heating transfer process. GLMP is explained as the shadow price related to the nodal electricity balance and nodal heat balance at the optimal solution. Without considering network constraints, a simplified market clearing problem is proposed to illustrate the price linkage between heating and electricity markets through combined heat and power joint costs and feasible regions. Rational generation units will behave exactly as the ISO predicts by maximizing their individual producer surplus. Then, a compact form of the complete market clearing problem is employed to derive the detailed components of GLMP, namely, the extended marginal generation component, marginal loss component, and marginal congestion component. Furthermore, time-delay effects are reflected in the pricing. Numerical results verify the validity of component classification in GLMP and demonstrate that the proposed method can promote efficiency improvements and reduce cross-subsidies. © 2010-2012 IEEE.",combined heat and power; cost allocation; cross-subsidy; integrated energy system; Locational marginal pricing,Commerce; District heating; Electric power systems; Electric utilities; Location; Numerical methods; Power generation; Time delay; Combined heat and power; Cost allocation; Cross subsidy; Integrated energy systems; Locational marginal pricing; Costs
"Manner H., Alavi Fard F., Pourkhanali A., Tafakori L.",Forecasting the joint distribution of Australian electricity prices using dynamic vine copulae,2019,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057145153&doi=10.1016%2fj.eneco.2018.10.034&partnerID=40&md5=55077451e0636b14a42eb8628ce02626,"We consider the problem of modelling and forecasting the distribution of a vector of prices from interconnected electricity markets using a flexible class of drawable vine copula models, where we allow the dependence parameters of the constituting bivariate copulae to be time-varying. We undertake in-sample and out-of-sample tests using daily electricity prices, and evidence that our model provides accurate forecasts of the underlying distribution and outperforms a set of competing models in their abilities to forecast one-day-ahead conditional quantiles of a portfolio of electricity prices. Our study is conducted in the Australian National Electricity Market (NEM), which is the most efficient power auction in the world. Electricity prices exhibit highly stylised features such as extreme price spikes, price dependency between regional markets, correlation asymmetry and non-linear dependency. The developed approach can be used as a risk management tool in the electricity retail industry, which plays an integral role in the apparatus of modern energy markets. Electricity retailers are responsible for the efficient distribution of electricity, while being exposed to market risk with extreme magnitudes. © 2018 Elsevier B.V.",Back-testing; Dvine copula; Electricity prices; Nonlinear dependence; SCAR model,Commerce; Costs; Electric power system interconnection; Forecasting; Risk management; Australian electricities; Australian national electricity market (NEM); Conditional quantiles; Dvine copula; Electricity prices; Modelling and forecasting; Nonlinear dependence; Underlying distribution; Power markets; electricity supply; energy efficiency; energy market; forecasting method; nonlinearity; price determination; Australia
"Maekawa J., Hai B.H., Shinkuma S., Shimada K.",The effect of renewable energy generation on the electric power spot price of the Japan electric power exchange,2018,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054015781&doi=10.3390%2fen11092215&partnerID=40&md5=bdc165df419faa6a10a997e159e5f512,"This study aims to explore the relationship between renewable energies and the electric power spot price of the Japan Electric Power Exchange (JEPX). By using panel data analysis and proxy modeling, this work attempts to estimate how renewable energies (displayed through the proxies) and other factors influence the electric power spot price in Japan. Based on an analysis of the estimations, some policy implications have been proposed, such as to incorporate weather information into the price forecast, or to provide a guide to more effectively transact on the JEPX. C 2018 by the authors. Licensee MDPI, Basel, Switzerland. © 2018 MDPI AG. All rights reserved.",Electricity market; Japan Electric Power Exchange (JEPX); Market design; Renewable energy,Commerce; Public policy; Renewable energy resources; Electric power; Market design; Panel data analysis; Policy implications; Price forecasts; Renewable energies; Renewable energy generation; Weather information; Power markets
"Smith M.S., Shively T.S.",Econometric modeling of regional electricity spot prices in the Australian market,2018,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051514012&doi=10.1016%2fj.eneco.2018.07.013&partnerID=40&md5=3ae6fe859f4c5b7cef01547670884f73,"Wholesale electricity markets are increasingly integrated via high voltage interconnectors, and inter-regional trade in electricity is growing. To model this, we consider a spatial equilibrium model of price formation, where constraints on inter-regional flows result in three distinct equilibria in prices. We use this to motivate an econometric model for the distribution of observed electricity spot prices that captures many of their unique empirical characteristics. The econometric model features supply and inter-regional trade cost functions, which are estimated using Bayesian monotonic regression smoothing methodology. A copula multivariate time series model is employed to capture additional dependence — both cross-sectional and serial — in regional prices. The marginal distributions are nonparametric, with means given by the regression means. The model has the advantage of preserving the heavy right-hand tail in the predictive densities of price. We fit the model to half-hourly spot price data in the five interconnected regions of the Australian national electricity market. The fitted model is then used to measure how both supply and price shocks in one region are transmitted to the distribution of prices in all regions in subsequent periods. Finally, to validate our econometric model, we show that prices forecast using the proposed model compares favorably with those from some benchmark alternatives. © 2018 Elsevier B.V.",Bayesian monotonic function estimation; Copula time series model; Intraday electricity prices,Commerce; Cost functions; Electric power system interconnection; Power markets; Time series; Australian national electricity markets; Electricity prices; Empirical characteristics; Monotonic functions; Multivariate time series models; Spatial equilibrium models; Time series modeling; Wholesale electricity markets; Costs; Bayesian analysis; econometrics; electricity supply; energy market; estimation method; numerical model; price dynamics; time series analysis; Australia
"Ilseven E., Göl M.",Hydro-Optimization-Based Medium-Term Price Forecasting Considering Demand and Supply Uncertainty,2018,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033674483&doi=10.1109%2fTPWRS.2017.2771618&partnerID=40&md5=c1f60090c1967961d907b510db960dcc,"This paper proposes an electricity market model of Turkish electricity market for monthly and yearly electricity price forecasting in medium-term by means of supply and demand dynamics formed via a theoretical approach. The electricity market model created within this scope consists of three main components related to electricity demand, supply, and price segments along with hydro optimization submodel, which takes into account the nonlinear relation between supply and price. Electricity price is determined based on the intersection of demand curve and merit order curve that has dynamic behavior for dam-type hydrogeneration, import coal, and natural gas power plants. The paper aims to determine the range of possible electricity prices rather than a single price forecast by creating multiple scenarios based on the uncertainties in main variables affecting the electricity prices. Meanwhile, electricity generation portfolio with respect to market participants and primary energy resources as well as price forecasts can be obtained simultaneously. Ultimately, the model can identify how effective a variable of the market on the electricity price is. The developed method is validated via real data. © 1969-2012 IEEE.",Electricity market modeling; electricity price forecasting; optimization,Commerce; Costs; Electric industry; Electric utilities; Forecasting; Optimization; Power generation; Uncertainty analysis; Demand forecasting; Electricity market model; Electricity price forecasting; Predictive models; Uncertainty; Power markets
"Frimpong P.B., Antwi A.O., Brew S.E.Y.",Effect of Energy Prices on Economic Growth in the ECOWAS Sub-Region: Investigating the Channels Using Panel Data,2018,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035127261&doi=10.1080%2f15228916.2017.1405706&partnerID=40&md5=b895b7e7be8400b5edbbc2d5f465dbde,"The article empirically examines the effect of energy prices on economic growth within the Economic Community of West African States sub-region by acknowledging that the effect of energy prices on growth is quintessentially indirect and hence can be tracked through some channels. Exploiting the System Generalized Methods of Moments estimation technique for the period spanning 2002–2015, the results indicate that the overall effect of energy prices on economic growth is significantly negative. This effect propagates mainly through government consumption expenditure and investment, albeit its effect through real interest rate is positive. However, its negative effects on government consumption, investment, and exchange rate significantly overwhelm the positive effect from real interest rate. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",economic growth; energy prices; Ghana; System GMM,economic growth; economic relations; energy market; exchange rate; expenditure; interest rate; investment; panel data; price dynamics; regional economy
Shang D.R.,Pricing of emergency dynamic microgrid power service for distribution resilience enhancement,2017,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033729038&doi=10.1016%2fj.enpol.2017.09.043&partnerID=40&md5=d5e89d571b6f1a0a96089458e212c67d,"Extreme weather events can cause significant damage to power distribution grids, leading to extended power outages. Intentional islanding enables the use of distributed energy resources (DERs) to power critical loads and accelerate grid restoration. In this study, an innovative dynamic microgrid islanding scheme was investigated as a means of enhancing distribution grid resilience. If customers in a dynamic microgrid request emergency electricity services during an outage, the question of how the distribution system operator should price the DER emergency power service arises. To answer this question, an economic load dispatch model was implemented in a single-bid auction market to forecast the market-clearing price of electricity in the dynamic microgrid island. The results show that the cost of emergency service is impacted by the power supply and demand in the island. When the combined heat and power plant capacity of the dynamic microgrid exceeded the demand, the market-clearing price of electricity in the island could be even less than the on-grid electricity price during normal periods. Thus, the dynamic microgrid scheme provides a low-cost means of supplying end-users with emergency power. © 2017 Elsevier Ltd",Distributed energy resources; Dynamic microgrid; Economic load dispatch; Electricity pricing; Intentional islanding,Cogeneration plants; Commerce; Costs; Distributed power generation; Electric power plant loads; Electric power transmission networks; Emergency services; Energy policy; Energy resources; Outages; Distributed Energy Resources; Economic load dispatch; Electricity pricing; Intentional islanding; Micro grid; Electric load dispatching; distribution system; electricity supply; energy market; energy resource; pricing policy
"Rentschler J., Kornejew M.",Energy price variation and competitiveness: Firm level evidence from Indonesia,2017,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032900738&doi=10.1016%2fj.eneco.2017.08.015&partnerID=40&md5=f3f044c739718066a048d596ddbfd360,"This paper uses firm survey data from the manufacturing and mining sectors in Indonesia, and investigates the extent to which energy prices affect competitiveness (proxied by profitability). Persistent regional price differences due to Indonesia's insular geography enable this study to show that energy prices have a small (but statistically significant) adverse long-run effect on competitiveness – though different energy types matter in different sectors. By estimating cross and own price elasticities and Uzawa-Allen partial elasticities of (inter-fuel) substitution, this study also shows that firms have the ability to respond to higher energy prices by adjusting their energy mix, i.e. substituting certain energy goods for others. Moreover, this study shows that firms also respond to higher energy prices by increasing energy efficiency, and by passing on costs to end-users. Nevertheless, these response measures are not sufficient to fully mitigate the adverse effect of energy prices on firms. Based on these results, policy recommendations are offered which are of immediate relevance for the design of energy pricing reforms. © 2017 Elsevier B.V.",Competitiveness; Energy prices; Firms; Fossil fuel subsidies,Costs; Elasticity; Energy efficiency; Fossil fuels; Adverse effect; Competitiveness; Energy prices; Firms; Own-price elasticities; Policy recommendations; Price difference; Response measures; Competition; competitiveness; energy efficiency; energy market; energy policy; fossil fuel; policy reform; price dynamics; profitability; subsidy system; Indonesia
"Choi D.-H., Xie L.",Impact of power system network topology errors on real-time locational marginal price,2017,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029544512&doi=10.1007%2fs40565-017-0280-5&partnerID=40&md5=42727ed42d6d2526750311f86ed124c9,"This paper examines the impact of power transmission network topology change on locational marginal price (LMP) in real-time power markets. We consider the case where the false status of circuit breakers (CBs) that bypass topology error processing can generate an incorrect power system network topology, subsequently distorting the results of the state estimation and economic dispatch. The main goal of this paper is to assess the economic impact of this misconfigured network topology on real-time LMP in an entire power system with network congestion. To this end, we start with our prior result, a simple and analytical congestion price equation, which can be applied to any single line congestion scenario. This equation can be extended to better understand the degree to which the LMP at any bus changes due to any line status error. Furthermore, it enables a rigorous analysis of the relationship between the change in LMP at any bus with respect to any line error and various physical/economical grid conditions such as the bidding prices for marginal generators and the locations of the congested/erroneous lines. Numerical examples on the impact analysis of this topology error are illustrated in IEEE 14-bus and 118-bus systems. © 2017, The Author(s).",Economic dispatch; Locational marginal price; Power market; Power system network topology,Commerce; Costs; Electric circuit breakers; Electric power transmission networks; Errors; Location; Numerical methods; Power markets; Scheduling; Topology; Economic Dispatch; Line congestions; Locational marginal prices; Network congestions; Power system networks; Real time power market; Rigorous analysis; Topology error processing; Electric load dispatching
"Jain A.K., Srivastava S.C.",Price Responsive Demand Management of an Industrial Buyer in Day-ahead Electricity Market,2017,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013996710&doi=10.1515%2fijeeps-2015-0204&partnerID=40&md5=5ff22c627869076486137f75efbfcf0e,"An industrial buyer, who can reschedule its production plan, may develop strategic bid by shifting its demand from high price period to low price period. Based on this concept, a new optimization formulation has been proposed to develop bidding strategy of such buyers considering Price Responsive Demand Shifting (PRDS). Since the bidding strategy of the buyer depends upon the market clearing price, which is volatile/uncertain due to various factors like gaming behavior of participants, demand forecasting error, transmission congestion etc, the proposed optimization problem is formulated as a stochastic linear problem, comprising of two sub-problems. The first sub-problem represents the market clearing process by the System Operator, which is formulated to maximize the social welfare of the market participants, while the second sub-problem aims at maximizing the purchase cost saving of the industrial buyer. The optimal bidding strategy has been obtained by solving these two sub-problems considering hourly market clearing for 24-hour scheduling period. The effectiveness of the proposed method has been tested on a 5-bus system and modified IEEE 30-bus system. Results obtained with the demand shifting based bidding strategy have been compared with those obtained with a Conventional Price Quantity (CPQ) bid strategy. It has been observed that the proposed approach leads to enhancement in the purchase cost saving as compared to the CPQ and meets the energy consumption targets of the industrial buyer. © 2017 by De Gruyter 2017.",electricity market; optimal bidding strategy; price responsive demand shifting; stochastic linear optimization; uniform market clearing price,Commerce; Costs; Electric industry; Energy utilization; Forecasting; Linear programming; Optimization; Production control; Sales; Stochastic systems; Day-ahead electricity market; Linear optimization; Market Clearing Price; Optimal bidding strategy; Optimization formulations; Price responsive demand; Price responsive demand shifting; Transmission congestion; Power markets
"Lebedev D., Rosin A., Kutt L.",Simulation of real time electricity price based Energy Management System,2016,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010051096&doi=10.1109%2fIECON.2016.7793991&partnerID=40&md5=1915c2db1fe139a23b45bc46603cfc95,"The aim of the case study was to determine profitability of Energy Management System (EMS) in the intraday market like Elbas (Nord Pool Spot). To optimize the operation of EMS, a Demand Response (DR) algorithm was used for the calculation of a battery bank charge-discharge schedule (BCDS) taking into account the volatility in the Real-Time price (RTP). The profits are gained from importing and storing more energy at low price periods while decreasing the imported power from the grid at high price periods and dispatching the stored energy for load demands. The forecast procedure analyzes the history of the energy price for a predefined back-time period and optimizes the BCDS to bring the highest profit to the end customer. The results are composed from typical parameters of a household's energy demand applied in EMS. The results obtained were compared with those from laboratory obtained by the Day-Ahead price based control algorithm. In the tests, an one-hour price is taken as real-time price. © 2016 IEEE.",Day-Ahead prices; Depth of Discharge; Electric energy storage; Energy management system; Price arbitrage; Real-Time prices; Smart grids; Time Of Use energy price,
"Ntakou E., Caramanis M.",Enhanced convergence rate of inequality constraint shadow prices in PMP algorithm cleared distribution power markets,2016,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992104262&doi=10.1109%2fACC.2016.7525118&partnerID=40&md5=55bb635f49d7914a4c4014d06e2d0429,"The extension of Transmission Locational Marginal Cost Prices (LMP) to Distribution node LMPs, or DLMPs, is a prerequisite for efficient demand response that may support significant integration of Renewables. AC load flow and non-linear distribution cost modeling needed to this end, render centralized market clearing Algorithms intractable, with Distributed Proximal Message Passing (PMP) Algorithms offering what appears to be the only scalable and tractable alternative. DLMPs of real and reactive power are associated with equality power balance constraint shadow prices at each distribution node, while, allowable voltage limit inequality constraints are associated with inequality constraint shadow prices. This paper addresses the slower convergence rate of voltage constraint shadow price estimates in PMP algorithms. In particular, we use first order optimality conditions to derive relations that characterize the interaction of equality and inequality shadow prices across the distribution network, and employ them to construct a filter that enhances the estimation accuracy of voltage inequality constraint shadow prices. We show that use of this filter results in a significant speedup of the PMP algorithm's convergence rate for both voltage shadow prices as well as DLMPs. © 2016 American Automatic Control Council (AACC).",,
"Bigerna S., Bollino C.A.",Optimal price design in the wholesale electricity market,2016,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029170104&doi=10.5547%2f01956574.37.SI2.sbig&partnerID=40&md5=641e46d9cd5aaec6e6ca86bbc383f1ee,"In this paper, we construct an optimal price design mechanism to determine the equilibrium in the day-Ahead electricity market, specifically aimed at solving the uncomfortable conflict between conventional thermal sources (CTS) and renewable energy sources (RES). We find that the actual hourly market design is inadequate to achieve an efficient solution in the presence of a large and increasing share of RES. It is not conducive to catalyzing the correct price signal for future investments and does not take into account welfare considerations. Our proposal for a new market design is based on three main pillars. We state pro-competitive incentives to CTS participation in the market. We take into full account the opportunity cost of RES for society and propose correct price signals on the demand side through an optimal Ramsey pricing scheme. We show an empirical application to the Italian electricity market, using empirical measures of LCOE for RES and empirical estimation of heterogeneous buyers' behavior. The results show improvement in efficiency and welfare in the Italian electricity market with respect to the existing zonal market prices for suppliers and uniform price for buyers. Copyright © 2016 by the IAEE. All rights reserved.",New electricity market design; Optimal ramsey prices; Renewables,
"Kotsis G., Moschos I., Corchero C., Cruz-Zambrano M.",Demand aggregator flexibility forecast: Price incentives sensitivity assessment,2015,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952031950&doi=10.1109%2fEEM.2015.7216756&partnerID=40&md5=35c048298ee8782ed1635adc52bc575b,"This work seeks to determine the potentials of a Demand Aggregator into the Demand Response scheme. The authors describe and validate the optimization technique used by the Aggregator to enable demand flexibility in domestic microgrid premises. The microgrid is comprised of Distributed Generation and shiftable load devices. By applying a monetary incentive signal in the microgrid's Energy Management System, the Aggregator empowers a change in the load profile, which signifies the potential of this concept in future electricity market and grid applications. © 2015 IEEE.",aggregator; demand flexibility; demand response; electric vehicle; microgrid optimization,Commerce; Electric vehicles; Energy management systems; Power markets; aggregator; demand flexibility; Demand response; Grid applications; Load profiles; Micro grid; Optimization techniques; Price incentives; Electric power distribution
"Filho J.C.R., Affonso C.M., De Oliveira R.C.L.",Energy price classification in North Brazilian market using decision tree,2015,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951917366&doi=10.1109%2fEEM.2015.7216629&partnerID=40&md5=1f6574756ae0807b6486b6bef244df8a,"This paper proposes a short-term energy price classification model using decision tree. The proposed model does not predict the exact value of future electricity price, but the class to which it belongs, established with respect to pre-specified threshold. This strategy is proposed since for some applications, the exact value of future prices is not required for the decision-making process. A feature selection technique is applied to identify the relevant attributes to the decision tree. Some decision tree algorithms are investigated such as CART and C5.0. These results are compared with NN, another classification technique commonly used. In addition, ensemble models combining CART, C5.0 and NN two by two are analyzed. The prediction time horizon is 1 week ahead and the system used is the Brazilian market, which adopts a cost-based centralized dispatch with unique characteristics of price behavior. The results show that an ensemble model of C5.0 and CART produced high accuracy of 99.3%, and can be an attractive tool to mitigate risks in purchasing power. © 2015 IEEE.",classification; decision tree; electricity price forecasting; feature selection,Algorithms; Classification (of information); Commerce; Costs; Decision making; Decision trees; Feature extraction; Forecasting; Power markets; Classification models; Classification technique; Decision making process; Decision-tree algorithm; Electricity price forecasting; Electricity prices; Prediction time horizon; Selection techniques; Data mining
"Lebedev D., Rosin A.",Practical use of the energy management system with day-ahead electricity prices,2015,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947240718&doi=10.1109%2fPowerEng.2015.7266349&partnerID=40&md5=1f0948584d4f77726cdd109bac58e78e,"Our goal was to define a possible profit resulting from the use of batteries as an electric energy storage (EES) device in apartment buildings or small houses as typical households. Focus was on the theoretical and practical studies of an energy management system (EMS) and financial analysis of investments return. Use of a battery bank charge-discharge-schedule (BCDS) allows an optimal operation of EES. The benefits lie in importing and storing more energy at low price periods while decreasing the imported power from the grid at high price periods and dispatching the stored energy for load demands. The BCDS is optimized by help of the price and load forecast, at the same time guaranteeing load demand supply. Nord Pool Spot day-ahead market provides all required data for the EMS to evaluate the cost of imported energy in each period of time. The optimization algorithm creates the best BCDS to bring the highest profit to the end customer. The calculations were tested in a laboratory on the EMS to confirm the theoretical part. © 2015 IEEE.",battery storage; EES; energy management system; power system economics; smart grids; Time of Use energy price,Algorithms; Apartment houses; Costs; Digital storage; Economics; Electric batteries; Electric energy storage; Electric power system economics; Electric power transmission networks; Energy management; Investments; Optimization; Power markets; Profitability; Secondary batteries; Smart power grids; Battery storage; EES; Energy prices; Power system economics; Smart grid; Energy management systems
"Russkov O., Saradgishvili S.",The electricity market prices forecast as energy efficient procedure for an industrial monotown enterprise,2015,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941128128&doi=10.1016%2fj.proeng.2015.08.167&partnerID=40&md5=38a0d735a4256f102df634c248370e91,An energy efficiency importance is showed. Energy efficient methods for monotown enterprise on electricity market are reviewed. Methods limitations depending on a character of energy consumption are defined. Prices relations forecast method as a basis for a planning of uneven unregulated energy consumption is offered. Positive forecast model tests are showed. The conclusion about offered method applicability for energy cost minimization is made. © 2015 Published by Elsevier Ltd.,Mathematical model; Prices relations forecast; Uneven unregulated energy consumption,Commerce; Costs; Electric industry; Energy utilization; Forecasting; Mathematical models; Power markets; Electricity market; Energy cost; Energy efficient; Forecast method; FORECAST model; Energy efficiency
Sapio A.,The impact of renewables on electricity prices and congestion in a regime switching model: Evidence from the italian grid,2015,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922354077&doi=10.1007%2f978-3-319-13881-7_49&partnerID=40&md5=0097c68431f1257557d9ab92c2a65546,"In this paper, the cross-zonal impact of renewable energy (RE) on electricity prices is assessed by means of a time-varying regime switching model, focusing on the highly congested line connecting Sicily with the Italian peninsula. In the base regime, there is no congestion and the price in Sicily (which equals the systemmarginal price) depends on national electricity demand and RE supply. In the congested regime, the Sicilian price depends on the local electricity demand and RE supply, as well as on market power by local generators. The transition between regimes is modeled through a dynamic probit, including, as explanatory variables, the RE supply on both sides of the potentially congested line. The regime switching model is estimated using hourly data from the Italian dayahead electricity market for the year 2012. As shown by results, congestion is determined by the total amount of renewables in mainland Italy, but when the RE supply is disaggregated into different sources, one finds that congestion is mainly due to photovoltaics (from the peninsula) and hydropower (wherever located), whereas wind power has a negative effect on congestion regardless of localization. © Springer International Publishing Switzerland 2015.",,Commerce; Costs; Electric power transmission networks; Photovoltaic effects; Power markets; Renewable energy resources; Stochastic systems; Wind power; Electricity demands; Electricity prices; Explanatory variables; Italian day-ahead electricity markets; Italian peninsula; Regime switching model; Renewable energies; System marginal price; Stochastic models
"Oboskalov V., Panikovskaya T.",Bid strategy under price uncertainty,2014,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978985667&doi=10.1109%2fRTUCON.2014.6998190&partnerID=40&md5=df4d91f80fe9a7ebc1e0fea9cd47d7c8,"The paper presents an algorithm for electricity market participant to obtain optimal bid under price uncertainty. The model is based on the known probability density functions of forecast prices. The problem is to estimate the parameters of blocks - values of power and their corresponding prices. The objective function is an expected value of profit for selling energy. The stochastic market clearing prices only affects the objective function, and particularly, the term corresponding to revenues. The parameters of blocks are interconnected by probability function. To determine required values the recurrent optimization procedure is developed. The criterion of procedure interruption is the required number of stairs in bidding function. © 2014 IEEE.",bidding strategy; marketing management; pool-based electricity market; price bid; price-taker producer; trade electricity; uncertainty quotation,Algorithms; Commerce; Costs; Electric industry; Marketing; Power markets; Stochastic systems; Bidding strategy; Marketing management; Pool-based electricity markets; price bid; Price takers; uncertainty quotation; Probability density function
"Mamatzakis E., Koutsomanoli-Filippaki A.",Testing the rationality of DOE's energy price forecasts under asymmetric loss preferences,2014,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895555844&doi=10.1016%2fj.enpol.2013.11.018&partnerID=40&md5=313fb991f26e928141e6c1f23edcb9ec,"This paper examines the rationality of the price forecasts for energy commodities of the United States Department of Energy's (DOE), departing from the common assumption in the literature that DOE's forecasts are based on a symmetric underlying loss function with respect to positive vs. negative forecast errors. Instead, we opt for the methodology of Elliott et al. (2005) that allows testing the joint hypothesis of an asymmetric loss function and rationality and reveals the underlying preferences of the forecaster. Results indicate the existence of asymmetries in the shape of the loss function for most energy categories with preferences leaning towards optimism. Moreover, we also examine whether there is a structural break in those preferences over the examined period, 1997-2012. © 2013 Elsevier Ltd.",Energy prices; Forecast errors; Loss function; Preferences,Costs; Asymmetric loss function; Energy commodity; Energy prices; Forecast errors; Loss functions; Preferences; Structural break; United states department of energies; Forecasting; asymmetry; commodity price; energy market; forecasting method; hypothesis testing; price determination; United States
"Sossan F., Bindner H.",A comparison of algorithms for controlling DSRs in a control by price context using hardware-in-the-loop simulation,2012,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870589113&doi=10.1109%2fPESGM.2012.6345022&partnerID=40&md5=4df1934a013125939830846a75a6a5e0,"With future increasing of electric energy production from fluctuating sources, the need for regulating power will rise and conventional power plants that today provide all power system ancillary services could not have the capability and the flexibility of providing it. Demand Side Resource, DSRs, are electric loads whose power consumption can be shifted without having a big impact on the primary services they are supplying and they are suitable for being controlled according the needs of regulating power in the electric power system. In this paper the performances and the aggregate responses provided by three algorithms for controlling electric space heating through a broadcasted price signal are compared. The algorithms have been tested in a software platform with a population of buildings using a hardware-in-the-loop approach that allows to feedback into the simulation the thermal response of a real office building; the experimental results of using a model predictive controller for heating a real building in a variable price context are also presented. This study is part of the Flexpower project whose aim is investigating the possibility of creating an electric market for regulating power with a big participation of DSRs and small scale generation units. © 2012 IEEE.",control by price; Demand Side Resources; Smart grids,Ancillary service; Conventional power plants; Demand side resources; Electric energies; Electric markets; Hard-ware-in-the-loop; Hardware in-the-loop simulation; Model predictive controllers; Price signals; Regulating power; Small-scale generations; Smart grid; Software platforms; Thermal response; Algorithms; Electric loads; Hardware; Office buildings; Costs
"Sinha A., Lahiri R.N., Neogi S., Chowdhury S., Chowdhury S.P., Gaunt C.T.",Analysis of market price for distributed generators (DGs) in microgrid,2009,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449346199&doi=10.1109%2fEEM.2009.5207153&partnerID=40&md5=d75d4a2bb95f9ae56c8c638e7346d18b,"Renewable and non-conventional distributed energy resources (DERs), such as, wind, solar PV, microturbines, fuel cells, diesel generators etc. are gradually becoming more popular as energy efficient and low-emission energy sources. Recent deregulation initiatives in power and energy industry are currently influencing company decisions regarding the construction of new generation plants and transmission lines, and complying to clean air legislation for a generation type. The dependence on imports of fossil fuels and the unavoidable depletion of these resources can only be countered through deployment of renewable and/or non-conventional DERs as Microgrid. Microgrid system will be economically viable if proper market participation is allowed. The paper discusses various marketing strategies for Microgrid Power Market such as, spot marketing, pricing etc. that can be applied to predict and ensure its economic viability. In the paper, the authors formulate a pricing structure in spot market scenario.",Distributed energy resources (DERs); Microgrid; Power market; Renewable energy; Spot market price,Distributed energy resources (DERs); Microgrid; Power market; Renewable energy; Spot market price; Costs; Economics; Energy efficiency; Fossil fuels; Fuel cells; International trade; Marketing; Solar energy; Strategic planning; Wind power
"Olsson M., S̈oder L.",Estimating real-time balancing prices in wind power systems,2009,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349177536&doi=10.1109%2fPSCE.2009.4840069&partnerID=40&md5=64528ca29a62372b2e47e0ce57e4acf0,"As the amounts of installed wind power increases in the power system, the required real-time balancing quantities increases because of the unpredictability of wind power production. Real-time balancing power is usually provided through various market solutions and thus, the prices on such markets will be affected by the increase in wind power production. Consequently, there exist a need for planning and simulation tools concerning the increased balancing demand. This paper therefore describes an estimation model for real-time balancing prices in systems where significant levels of wind power will be added. The model is divided into two steps: The first estimating the changes in required real-time balancing quantities, and the second calculating the corresponding price changes. ©2009 IEEE.",,Estimation models; Power systems; Price changes; Simulation tool; Time balancing; Wind power production; Wind power systems; Costs; Electric power transmission networks; Estimation; Power transmission; Wind power; Real time systems
