Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 31-12-2019,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
08-03-2018,09 - 10,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,47.02,47.02
08-03-2018,10 - 11,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,46.03,46.03
08-03-2018,11 - 12,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,48.81,48.81
08-03-2018,12 - 13,40.49,40.89,40.89,40.89,40.89,40.89,40.46,40.89,40.46,40.46,40.46,40.89,40.89,40.89,40.89,50.03,50.03
08-03-2018,13 - 14,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,40.34,47.99,47.99
08-03-2018,14 - 15,39.51,39.51,39.51,39.51,39.51,39.51,39.51,39.51,39.51,39.51,39.51,39.51,39.51,39.51,39.51,49.4,49.4
08-03-2018,15 - 16,39.47,39.47,39.47,39.47,39.47,39.47,39.47,39.47,39.47,39.47,39.47,39.47,39.47,39.47,39.47,48.94,48.94
08-03-2018,16 - 17,40.51,40.51,40.51,40.51,40.51,40.51,40.51,40.51,40.51,40.51,40.51,40.51,40.51,40.51,40.51,47.16,47.16
08-03-2018,17 - 18,42.99,42.99,42.99,42.99,42.99,42.99,42.99,42.99,42.99,42.99,42.99,42.99,42.99,42.99,42.99,47.92,47.92
08-03-2018,18 - 19,47.71,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,51.28,51.28
08-03-2018,19 - 20,44.23,44.21,44.21,44.21,44.21,44.21,45.3,44.21,44.21,44.21,44.21,44.21,44.21,44.21,44.21,46.04,46.04
08-03-2018,20 - 21,38.75,38.8,38.8,38.8,38.8,38.8,37.71,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8
08-03-2018,21 - 22,37.71,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73
08-03-2018,22 - 23,36.51,36.52,36.52,36.52,36.52,36.52,36.52,36.52,36.52,36.52,36.52,36.52,36.52,36.52,36.52,36.52,36.52
08-03-2018,23 - 00,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57,35.57
09-03-2018,00 - 01,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77,35.77
09-03-2018,01 - 02,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33
09-03-2018,02 - 03,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99
09-03-2018,03 - 04,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99,34.99
09-03-2018,04 - 05,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55
09-03-2018,05 - 06,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4
09-03-2018,06 - 07,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.19,38.19
09-03-2018,07 - 08,41.96,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,46.24,46.24
09-03-2018,08 - 09,43.89,43.93,43.93,43.93,43.93,43.93,43.93,43.93,43.93,43.93,43.93,43.93,43.93,43.93,43.93,53.36,53.36
09-03-2018,09 - 10,41.93,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,41.94,55.47,55.47
09-03-2018,10 - 11,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,55.42,55.42
09-03-2018,11 - 12,39.8,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,55.44,55.44
09-03-2018,12 - 13,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.51,55.42,55.42
09-03-2018,13 - 14,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,52.96,52.96
09-03-2018,14 - 15,40.38,40.38,40.38,40.38,40.38,40.38,40.38,40.38,40.38,40.38,40.38,40.38,40.38,40.38,40.38,51.59,51.59
09-03-2018,15 - 16,40.84,40.84,40.84,40.84,40.84,40.84,40.84,40.84,40.84,40.84,40.84,40.84,40.84,40.84,40.84,49.05,49.05
09-03-2018,16 - 17,41.52,41.56,41.56,41.56,41.56,41.56,41.56,41.56,41.56,41.56,41.56,41.56,41.56,41.56,41.56,49.04,49.04
09-03-2018,17 - 18,44.99,45.03,45.03,45.03,45.03,45.03,45.03,45.03,45.03,45.03,45.03,45.03,45.03,45.03,45.03,52.9,52.9
09-03-2018,18 - 19,53.66,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,55.41,55.41
09-03-2018,19 - 20,46.11,46.22,46.22,46.22,46.22,46.22,46.22,46.22,46.22,46.22,46.22,46.22,46.22,46.22,46.22,49.07,49.07
09-03-2018,20 - 21,42.2,42.19,42.19,42.19,47.71,42.19,42.19,47.71,42.19,42.19,42.19,42.19,42.19,42.19,42.19,49.08,49.08
09-03-2018,21 - 22,41.4,41.42,41.42,41.42,41.42,41.42,41.42,41.42,41.42,41.42,41.42,41.42,41.42,41.42,41.42,41.42,41.42
09-03-2018,22 - 23,39.78,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76
09-03-2018,23 - 00,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9
10-03-2018,00 - 01,37.75,37.88,37.88,37.88,37.88,37.88,33.1,37.88,37.88,37.88,37.88,37.88,37.88,37.88,37.88,37.88,37.88
10-03-2018,01 - 02,36.64,36.84,36.84,36.84,36.84,36.84,31.29,36.84,36.84,36.84,36.84,36.84,36.84,36.84,36.84,36.84,36.84
10-03-2018,02 - 03,36.21,36.44,36.44,36.44,36.44,36.44,30.85,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44
10-03-2018,03 - 04,36.05,36.04,36.04,36.04,36.04,36.04,36.04,36.04,36.04,36.04,36.04,36.04,36.04,36.04,36.04,36.04,36.04
10-03-2018,04 - 05,36.28,36.27,36.27,36.27,36.27,36.27,36.27,36.27,36.27,36.27,36.27,36.27,36.27,36.27,36.27,36.27,36.27
10-03-2018,05 - 06,36.53,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51
10-03-2018,06 - 07,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72,36.72
10-03-2018,07 - 08,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25,37.25
10-03-2018,08 - 09,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,39.07,39.07
10-03-2018,09 - 10,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,39.07,39.07
10-03-2018,10 - 11,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,39.08,39.08
10-03-2018,11 - 12,37.38,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,38.07,38.07
10-03-2018,12 - 13,37.02,37.03,37.03,37.03,37.03,37.03,36.6,37.03,37.03,37.03,37.03,37.03,37.03,37.03,37.03,38.04,38.04
10-03-2018,13 - 14,36.5,36.59,36.59,36.59,36.59,36.59,35.64,36.59,36.59,36.59,36.59,36.59,36.59,36.59,36.59,38.01,38.01
10-03-2018,14 - 15,36.23,36.36,36.36,36.36,36.36,36.36,34.01,36.36,36.36,36.36,36.36,36.36,36.36,36.36,36.36,36.36,36.36
10-03-2018,15 - 16,36.2,36.31,36.31,36.31,36.31,36.31,34.03,36.31,36.31,36.31,36.31,36.31,36.31,36.31,36.31,36.31,36.31
10-03-2018,16 - 17,36.76,36.76,36.76,36.76,36.76,36.76,36.4,36.76,36.76,36.76,36.76,36.76,36.76,36.76,36.76,36.76,36.76
10-03-2018,17 - 18,38.52,38.67,38.67,38.67,38.67,38.67,38.67,38.67,38.67,38.3,38.67,38.67,38.67,38.67,38.67,41.66,41.66
10-03-2018,18 - 19,41.32,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,47.06,47.06
10-03-2018,19 - 20,41.3,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28
10-03-2018,20 - 21,38.6,38.43,38.43,38.43,38.43,38.43,39.7,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43
10-03-2018,21 - 22,36.66,36.71,36.71,36.71,36.71,36.71,35.44,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71
10-03-2018,22 - 23,36.26,36.38,36.38,36.38,36.38,36.38,34.5,34.5,36.38,36.38,36.38,36.38,36.38,36.38,36.38,36.38,36.38
10-03-2018,23 - 00,36.03,36.06,36.06,36.06,36.06,36.06,35.19,35.19,36.06,36.06,36.06,36.06,36.06,36.06,36.06,36.06,36.06
11-03-2018,00 - 01,36.28,36.38,36.38,36.38,36.38,36.38,32.26,32.26,36.38,36.38,36.38,36.38,36.38,36.38,36.38,36.38,36.38
11-03-2018,01 - 02,35.83,35.94,35.94,35.94,35.94,35.94,27.14,27.14,35.94,35.94,35.94,35.94,35.94,35.94,35.94,35.94,35.94
11-03-2018,02 - 03,35.72,35.76,35.76,35.76,35.76,35.76,25.65,25.65,35.76,35.76,35.76,35.76,35.76,35.76,35.76,35.76,35.76
11-03-2018,03 - 04,35.73,35.78,35.78,35.78,35.78,35.78,26.2,26.2,35.78,35.78,35.78,35.78,35.78,35.78,35.78,35.78,35.78
11-03-2018,04 - 05,35.64,35.69,35.69,35.69,35.69,35.69,25.06,25.06,35.69,35.69,35.69,35.69,35.69,35.69,35.69,35.69,35.69
11-03-2018,05 - 06,35.99,36.02,36.02,36.02,36.02,36.02,24.92,24.92,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02
11-03-2018,06 - 07,36.28,36.33,36.33,36.33,36.33,36.33,25.81,25.81,36.33,36.33,36.33,36.33,36.33,36.33,36.33,36.33,36.33
11-03-2018,07 - 08,36.12,36.13,36.13,36.13,36.13,36.13,27.61,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13,36.13
11-03-2018,08 - 09,36.3,36.34,36.34,36.34,36.34,36.34,29.31,36.34,36.34,36.34,36.34,36.34,36.34,36.34,36.34,36.34,36.34
11-03-2018,09 - 10,36.48,36.54,36.54,36.54,36.54,36.54,30.15,36.54,36.54,36.54,36.54,36.54,36.54,36.54,36.54,36.54,36.54
11-03-2018,10 - 11,36.83,36.86,36.86,36.86,36.86,36.86,28.97,36.86,36.86,36.86,36.86,36.86,36.86,36.86,36.86,36.86,36.86
11-03-2018,11 - 12,36.74,36.87,36.87,36.87,36.87,36.87,27.1,36.87,36.87,36.87,36.87,36.87,36.87,36.87,36.87,36.87,36.87
11-03-2018,12 - 13,36.39,36.51,36.51,36.51,36.51,36.51,27.6,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51,36.51
11-03-2018,13 - 14,36.18,36.22,36.22,36.22,36.22,36.22,28.91,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22
11-03-2018,14 - 15,35.49,35.52,35.52,35.52,35.52,35.52,29.63,35.52,35.52,35.52,35.52,35.52,35.52,35.52,35.52,35.52,35.52
11-03-2018,15 - 16,35.57,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.62,35.62,35.62,35.62,35.62,35.5,35.5,35.5,35.5
11-03-2018,16 - 17,35.98,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02,36.02
11-03-2018,17 - 18,36.99,37.02,37.02,37.02,37.02,37.02,37.02,37.02,37.02,37.02,37.02,37.02,37.02,37.02,37.02,37.02,37.02
11-03-2018,18 - 19,37.46,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49,37.49
11-03-2018,19 - 20,38,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06,38.06
11-03-2018,20 - 21,36.89,36.9,36.9,36.9,36.9,36.9,34.02,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9
11-03-2018,21 - 22,36.35,36.06,36.06,36.06,36.06,36.06,30.62,36.06,36.68,36.68,36.68,36.68,36.68,36.06,36.06,36.06,36.06
11-03-2018,22 - 23,35.88,35.71,35.71,35.71,35.71,35.71,32.59,32.59,36.13,36.13,36.13,36.13,36.13,35.71,35.71,35.71,35.71
11-03-2018,23 - 00,35.68,34.95,34.95,34.95,34.95,34.95,31.01,31.01,36.33,36.33,36.33,36.33,36.33,34.95,34.95,34.95,34.95
12-03-2018,00 - 01,35.06,34.31,34.31,34.31,34.31,34.31,32.1,32.1,36,36,36,36,36,34.74,34.31,34.31,34.31
12-03-2018,01 - 02,34.92,33.1,33.1,33.1,33.1,33.1,31.45,31.45,35.86,35.86,35.86,35.86,35.86,34.65,33.1,33.1,33.1
12-03-2018,02 - 03,35.1,34.01,34.01,34.01,34.01,34.01,30.67,30.67,36.83,36.83,36.83,35.17,35.17,34.59,34.01,34.01,34.01
12-03-2018,03 - 04,35.78,35.01,35.01,35.01,35.01,35.01,28.92,28.92,37.03,37.03,37.03,35.24,35.24,35.01,35.01,35.01,35.01
12-03-2018,04 - 05,36.18,35.84,35.84,35.84,35.84,35.84,31.93,31.93,36.79,36.79,36.79,35.84,35.84,35.84,35.84,35.84,35.76
12-03-2018,05 - 06,38.13,38.2,38.2,38.2,38.2,38.28,34.14,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.28,38.28,38.28
12-03-2018,06 - 07,41.63,41.59,41.59,41.59,41.59,42.22,45.65,41.59,41.59,41.59,41.59,41.59,41.59,41.59,42.22,42.22,42.22
12-03-2018,07 - 08,49.45,49.37,49.37,49.37,49.37,49.37,50.58,50.58,49.37,49.37,49.37,49.37,49.37,49.37,49.37,49.37,49.37
12-03-2018,08 - 09,50.49,50.48,50.48,50.48,50.48,50.48,50.48,50.48,50.48,50.48,50.48,50.48,50.48,50.48,50.48,50.48,50.48
12-03-2018,09 - 10,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99
12-03-2018,10 - 11,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91
12-03-2018,11 - 12,46.23,46.23,46.23,46.23,46.23,46.23,46.23,46.23,46.23,46.23,46.23,46.23,46.23,46.23,46.23,47.04,47.04
12-03-2018,12 - 13,44.86,45,45,45,45,45,45,45,45,45,45,45,45,45,45,47.05,47.05
12-03-2018,13 - 14,42.39,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,46.05,46.05
12-03-2018,14 - 15,41.63,41.65,41.65,41.65,41.65,41.65,41.65,41.65,41.65,41.65,41.65,41.65,41.65,41.65,41.65,44.1,44.1
12-03-2018,15 - 16,41.65,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,44.06,44.06
12-03-2018,16 - 17,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,44.06,44.06
12-03-2018,17 - 18,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96,46.96
12-03-2018,18 - 19,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24,50.24
12-03-2018,19 - 20,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94,49.94
12-03-2018,20 - 21,42.25,42.24,42.24,42.24,42.24,42.24,42.47,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24
12-03-2018,21 - 22,39.64,39.71,39.71,39.71,39.71,39.71,39.49,39.71,39.71,39.71,39.71,39.71,39.71,39.71,39.71,39.71,39.71
12-03-2018,22 - 23,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6
12-03-2018,23 - 00,36.62,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.66,36.66,36.66,36.66,36.66,36.58,36.58,36.58,36.58
13-03-2018,00 - 01,37.39,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35
13-03-2018,01 - 02,36.99,36.94,36.94,36.94,36.94,36.94,36.94,36.94,36.94,36.94,36.94,36.94,36.94,36.94,36.94,36.94,36.94
13-03-2018,02 - 03,36.29,35.97,35.97,35.97,35.97,35.97,35.97,35.97,36.45,36.45,36.45,36.45,36.45,35.97,35.97,35.97,35.97
13-03-2018,03 - 04,36.06,35.62,35.62,35.62,35.62,35.62,35.62,35.62,36.46,36.46,36.46,36.46,36.46,35.62,35.62,35.62,35.62
13-03-2018,04 - 05,36.85,36.79,36.79,36.79,36.79,36.79,36.79,36.79,36.79,36.79,36.79,36.79,36.79,36.79,36.79,36.79,36.79
13-03-2018,05 - 06,38.3,38.29,38.29,38.29,38.29,38.29,34.54,38.29,38.29,38.29,38.29,38.29,38.29,38.29,38.29,38.29,38.29
13-03-2018,06 - 07,40.67,40.6,40.6,40.6,40.6,41.16,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,41.16,41.16,41.16
13-03-2018,07 - 08,45.52,46.46,46.46,46.46,46.46,46.46,46.46,46.46,46.46,42.72,42.72,46.46,46.46,46.46,46.46,46.46,46.46
13-03-2018,08 - 09,46.18,47.51,47.51,47.51,47.51,47.51,46.37,47.51,47.51,41.72,41.72,47.51,47.51,47.51,47.51,47.51,47.51
13-03-2018,09 - 10,45.75,47.07,47.07,47.07,47.07,47.07,42.5,47.07,47.07,41.63,41.63,47.07,47.07,47.07,47.07,47.07,47.07
13-03-2018,10 - 11,43.03,46.95,46.95,46.95,46.95,46.95,40.81,46.95,46.95,40.81,40.81,46.95,46.95,46.95,46.95,46.95,46.95
13-03-2018,11 - 12,42.63,44.59,44.59,44.59,44.59,46.96,40.83,44.59,44.59,40.83,40.83,44.59,44.59,44.59,46.96,46.96,46.96
13-03-2018,12 - 13,43.27,45.81,45.81,45.81,45.81,45.81,41.96,45.81,42.9,40.96,40.96,45.81,45.81,45.81,45.81,47.02,47.02
13-03-2018,13 - 14,41.88,43.97,43.97,43.97,43.97,43.97,40.92,43.97,40.73,40.73,40.73,43.97,43.97,43.97,43.97,44.1,44.1
13-03-2018,14 - 15,41.55,43.9,43.9,43.9,43.9,43.9,40.91,43.9,40.48,40.48,40.48,43.9,43.9,43.9,43.9,44.06,44.06
13-03-2018,15 - 16,41.98,42.36,42.36,42.36,42.36,42.36,42.36,42.36,41.83,41.83,41.83,42.36,42.36,42.36,42.36,44.03,44.03
13-03-2018,16 - 17,41.79,41.85,41.85,41.85,41.85,41.85,41.85,41.85,41.85,41.85,41.85,41.85,41.85,41.85,41.85,41.85,41.85
13-03-2018,17 - 18,45.63,46.04,46.04,46.04,46.04,46.04,46.04,46.04,46.04,46.04,46.04,46.04,46.04,46.04,46.04,46.06,46.06
13-03-2018,18 - 19,49.55,50.92,50.92,50.92,50.92,50.92,50.92,50.92,50.92,50.92,50.92,50.92,50.92,50.92,50.92,50.92,50.92
13-03-2018,19 - 20,49.1,50.19,50.19,50.19,50.19,50.19,50.19,50.19,50.19,50.19,50.19,50.19,50.19,50.19,50.19,50.19,50.19
13-03-2018,20 - 21,43.7,43.91,43.91,43.91,43.91,43.91,43.91,43.91,43.91,43.91,43.91,43.91,43.91,43.91,43.91,43.91,43.91
13-03-2018,21 - 22,41.91,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
13-03-2018,22 - 23,39.73,39.46,39.46,39.46,39.46,39.46,40.76,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46
13-03-2018,23 - 00,37.64,37.66,37.66,37.66,37.66,37.66,36.36,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66,37.66
14-03-2018,00 - 01,37.05,37.04,37.04,37.04,37.04,37.04,33.88,33.88,37.16,37.16,37.16,37.16,37.16,37.04,37.04,37.04,37.04
14-03-2018,01 - 02,36.22,36.08,36.08,36.08,36.08,36.08,36.08,36.08,36.45,36.45,36.45,36.45,36.45,36.08,36.08,36.08,36.08
14-03-2018,02 - 03,36.09,36.06,36.06,36.06,36.06,36.06,36.06,36.06,36.4,36.4,36.4,36.4,36.4,36.06,36.06,36.06,36.06
14-03-2018,03 - 04,36.09,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1
14-03-2018,04 - 05,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12,37.12
14-03-2018,05 - 06,39.11,39.15,39.15,39.15,39.15,39.15,35.9,39.15,39.15,39.15,39.15,39.15,39.15,39.15,39.15,39.15,39.15
14-03-2018,06 - 07,45.27,45.27,45.27,45.27,45.27,45.27,48.52,45.27,45.27,45.27,45.27,45.27,45.27,45.27,45.27,45.27,45.27
14-03-2018,07 - 08,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6
14-03-2018,08 - 09,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98
14-03-2018,09 - 10,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99
14-03-2018,10 - 11,58.08,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98,57.98
14-03-2018,11 - 12,53.52,53.83,53.83,53.83,53.83,53.83,53.83,53.83,52.11,52.11,52.11,53.83,53.83,53.83,53.83,57.34,57.34
14-03-2018,12 - 13,49.31,49.58,49.58,49.58,49.58,49.58,49.58,49.58,48.86,48.86,48.86,49.58,49.58,49.58,49.58,56.13,56.13
14-03-2018,13 - 14,47.48,48.45,48.45,48.45,48.45,48.45,48.45,48.45,46.9,46.9,46.9,48.45,48.45,48.45,48.45,56.11,56.11
14-03-2018,14 - 15,46.99,46.99,46.99,46.99,46.99,46.99,46.99,46.99,46.99,46.99,46.99,46.99,46.99,46.99,46.99,49.93,49.93
14-03-2018,15 - 16,47.64,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.62,47.62,47.62,47.66,47.66,47.66,47.66,47.66,47.66
14-03-2018,16 - 17,47.35,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.01,47.01,47.01,47.77,47.77,47.77,47.77,47.77,47.77
14-03-2018,17 - 18,52.23,53.63,53.63,53.63,53.63,53.63,53.63,53.63,50.38,50.38,50.38,53.63,53.63,53.63,53.63,53.63,53.63
14-03-2018,18 - 19,62.7,62.81,62.81,62.81,62.81,62.81,62.81,62.81,60.8,60.8,60.8,62.81,62.81,62.81,62.81,62.81,62.81
14-03-2018,19 - 20,58.5,58.08,58.08,58.08,59.48,58.08,60.94,60.94,58.08,58.08,58.08,58.08,58.08,58.08,58.08,59.48,59.48
14-03-2018,20 - 21,45.94,45.95,45.95,45.95,47.52,45.95,48.86,47.52,45.95,45.95,45.95,45.95,45.95,45.95,45.95,47.52,47.52
14-03-2018,21 - 22,40.66,40.93,40.93,40.93,40.93,40.93,39.59,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93
14-03-2018,22 - 23,38.56,38.58,38.58,38.58,38.58,38.58,34.16,38.58,38.58,38.58,38.58,38.58,38.58,38.58,38.58,38.58,38.58
14-03-2018,23 - 00,37.75,37.74,37.74,37.74,37.74,37.74,37.74,37.74,37.74,37.74,37.74,37.74,37.74,37.74,37.74,37.74,37.74
15-03-2018,00 - 01,37.71,37.99,37.99,37.99,37.99,37.99,35.53,37.99,37.99,37.73,37.99,37.99,37.99,37.99,37.99,37.99,37.99
15-03-2018,01 - 02,37.33,37.59,37.59,37.59,37.59,37.59,30.04,30.04,37.59,37.59,37.59,37.59,37.59,37.59,37.59,37.59,37.59
15-03-2018,02 - 03,37.32,37.56,37.56,37.56,37.56,37.56,27.38,27.38,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56,37.56
15-03-2018,03 - 04,37.47,38.07,38.07,38.07,38.07,38.07,14.91,14.91,38.07,37.67,38.07,38.07,38.07,38.07,38.07,38.07,38.07
15-03-2018,04 - 05,37.83,38.55,38.55,38.55,38.55,38.55,13.25,13.25,38.55,37.69,38.55,38.55,38.55,38.55,38.55,38.55,38.55
15-03-2018,05 - 06,39.26,40.46,40.46,40.46,40.46,40.46,18.35,40.46,40.46,37.75,40.46,40.46,40.46,40.46,40.46,40.46,40.46
15-03-2018,06 - 07,40.77,41.59,41.59,41.59,41.59,41.59,32.76,41.59,41.59,38.52,41.59,41.59,41.59,41.59,41.59,41.59,41.59
15-03-2018,07 - 08,44.89,53.07,53.07,53.07,53.07,53.07,40.49,53.07,53.07,40.49,40.64,53.07,53.07,53.07,53.07,53.07,53.07
15-03-2018,08 - 09,47.89,73.48,73.48,73.48,73.48,73.48,39.99,73.48,73.48,39.99,39.99,73.48,73.48,73.48,73.48,73.48,73.48
15-03-2018,09 - 10,44.9,71.18,71.18,71.18,71.18,71.18,30,71.18,71.18,39.36,39.36,71.18,71.18,71.18,71.18,71.18,71.18
15-03-2018,10 - 11,42.43,58,58,58,58,58,19.48,58,58,39.12,39.14,58,58,58,58,58,58
15-03-2018,11 - 12,41.38,53.37,53.37,53.37,53.37,53.37,15.2,53.37,53.37,38.98,39.06,53.37,53.37,53.37,53.37,53.37,53.37
15-03-2018,12 - 13,40.82,50.32,50.32,50.32,50.32,50.32,13.65,50.32,50.32,38.79,39.24,50.32,50.32,50.32,50.32,51.02,51.02
